Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,District Municipality,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
M6195,D1273 River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/9/2019,1463948,2718536,2889600,67540,1358112,30100,12,8,0,,,,,,,,,,,,,1,0.53,47
M6200,Mosesrivier Tributary,Major Culvert,Culvert Major,11/16/2016,,,NK: Nkangala District Municipality,6/30/2022,11/16/2016,647792,1496270,1584360,285000,651568,24450,,,,,12,5.4,0,,,,,,,,,,0.589,47
M6202,HONEY BIRD CREEK,Major Culvert,Culvert Major,8/10/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/10/2019,1669382,2446886,3006372,100620,1236370,24450,,,,,11.6,10.6,0.3,,,,,,,,,,0.589,47
M6205,INKOTHINI,Bridge,Bridge,8/13/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/13/2019,21961705,41071984,41528800,48560,19518535,45140,80,11.5,10.5,,,,,,,,,,,,,1,0.53,47
M6206,M6206,Bridge,Bridge,8/13/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/13/2019,12329424,22694192,23359950,51350,10979176,45140,45,11.5,11,,,,,,,,,,,,,1,0.53,47
M6207,MLOMATI RIVER,Bridge,Bridge Cellular,8/11/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/11/2019,4734806,7627505,8086838,26320,3325712,24450,,,,,24.5,13.5,0.6,,,,,,,,,,0.589,47
M6210,M6210,Major Culvert,Culvert Major,10/22/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,660097,1085580,1173600,30860,482643,24450,,,,,6,8,0,,,,,,,,,,0.589,47
M6211,M6211,Bridge,Bridge Cellular,10/22/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,2745673,4374888,4767750,61340,1960737,24450,,,,,26,7.5,0,,,,,,,,,,0.589,47
M6212,M6212,Bridge,Bridge,8/15/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/15/2019,11698647,21212714,22186710,60310,10427753,30100,58.5,12.6,4,,,,,,,,,,,,,1,0.53,47
M6213,M6213,Bridge,Bridge,8/15/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/15/2019,3770908,6850647,7148750,17930,3359912,30100,25,9.5,4,,,,,,,,,,,,,1,0.53,47
M6216,M6216,Major Culvert,Culvert Major,8/14/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/14/2019,1763380,2911861,2995125,0,1231745,24450,,,,,9.8,12.5,2,,,,,,,,,,0.589,47
M6218,M6218,Major Culvert,Culvert Major,10/3/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/3/2019,2899205,4786252,4951125,15770,2036150,24450,,,,,4.5,45,1.5,,,,,,,,,,0.589,47
M6226,Culvert D329,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,3870143,6363768,6650400,45280,2734977,24450,,,,,8,34,0,,,,,,,,,,0.589,47
M6228,M6228 Culvert Major D329,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,2356165,3955985,4034250,19000,1659085,24450,,,,,5,33,0,,,,,,,,,,0.589,47
M6235,M6235_P180/1_Albert Luthuli Local Municipality,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,3102047,4811701,5281200,7260,2171893,24450,,,,,12,18,0,,,,,,,,,,0.589,47
M6236,SWARTKOPIES SPRUIT,Major Culvert,Culvert Major,10/3/2019,,,NK: Nkangala District Municipality,6/30/2022,10/3/2019,176224,318852,366750,39700,150826,24450,,,,,3,5,0.15,,,,,,,,,,0.589,47
M6237,M6237,Major Culvert,Culvert Major,10/22/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,2723018,4419729,4645500,12020,1910462,24450,,,,,10,19,1.2,,,,,,,,,,0.589,47
M6295,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/9/2019,1986991,3285053,3423000,28300,1407709,24450,,,,,4,35,0,,,,,,,,,,0.589,47
M6296,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/25/2019,3404487,5014656,5880225,57495,2418243,24450,,,,,6.5,37,0,,,,,,,,,,0.589,47
M6321,KLEIN OLIFANTS RIVER BRIDGE,Bridge,Bridge,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,17228886,18330900,18330900,2160,1099854,30100,42,14.5,4.9,,,,,,,,,,,,,1,0.94,6
M6358,HOUTBOSLOOP TRIBUTARY CULVERT,Major Culvert,Culvert Major,8/13/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/13/2019,762697,1213884,1320300,14630,542973,24450,,,,,18,3,0.6,,,,,,,,,,0.589,47
M6404,Vaalwaterspruit Tributary,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/25/2019,1720537,2864075,2958450,21250,1216663,24450,,,,,11,11,0,,,,,,,,,,0.589,47
M6434,M6434,Major Culvert,Culvert Major,8/12/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/12/2019,3991299,6134994,6816660,22010,2803351,24450,,,,,20.5,13.6,0.6,,,,,,,,,,0.589,47
M6500,BALFOUR RAIL BRIDGE,Bridge,Bridge,10/10/2018,,,GS: Gert Sibande District Municipality,6/30/2022,10/10/2018,2669344,5056800,5056800,10760,2376696,30100,14,12,5.2,,,,,,,,,,,,,1,0.53,47
M6505,Unknown,Major Culvert,Culvert Major,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,1466602,2174574,2501235,6000,1028633,24450,,,,,22,4.65,0.5,,,,,,,,,,0.589,47
M6506,D1217,Bridge,Bridge,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,1022665,1866110,1956500,14280,919555,30100,13,5,3,,,,,,,,,,,,,1,0.53,47
M6507,OLIFANTS RIVER BRIDGE,Bridge,Bridge,8/9/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/9/2018,1841808,3254171,3491600,8740,1641052,30100,20,5.8,4.5,,,,,,,,,,,,,1,0.53,47
M6509,Unknown,Bridge,Bridge,10/11/2018,,,NK: Nkangala District Municipality,6/30/2022,10/11/2018,15404200,26870101,29524340,243700,13876438,30100,47.5,20.65,0,,,,,,,,,,,,,1,0.53,47
M6510,D1947,Major Culvert,Culvert Major,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,595815,1106118,1134480,72110,466555,24450,,,,,5.8,8,0.3,,,,,,,,,,0.589,47
M6512,Railway Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/18/2019,7561722,12458184,14764380,263400,6939259,30100,8.87,55.3,0,,,,,,,,,,,,,1,0.53,47
M6514,D1148,Bridge,Bridge,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,1070224,1918875,2046800,14580,961996,30100,8,8.5,3,,,,,,,,,,,,,1,0.53,47
M6515,WATERVAL RIVER BRIDGE,Bridge,Bridge,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,14145390,26681034,26858300,89510,12623400,45140,70,8.5,8,,,,,,,,,,,,,1,0.53,47
M6516,Unknown,Bridge,Bridge,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,2326671,4382585,5430040,551250,2552119,30100,16.4,11,0,,,,,,,,,,,,,1,0.53,47
M6517,D2902 DR JS MOROKA LOCAL MUNICIPALITY,Bridge,Bridge,11/7/2017,,,NK: Nkangala District Municipality,6/30/2022,11/7/2017,4810542,6927715,6989220,12020,2166658,30100,27,8.6,2.1,,,,,,,,,,,,,1,0.69,31
M6518,SIYABUSWA,Bridge,Bridge Cellular,10/22/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,6682770,9902836,11736000,226800,4826430,24450,,,,,30,16,0,,,,,,,,,,0.589,47
M6519,KUSILE RIVER BRIDGE D2903,Bridge,Bridge,11/7/2017,,,NK: Nkangala District Municipality,6/30/2022,11/7/2017,6979610,11138505,11287500,18640,4289250,30100,30,12.5,3.5,,,,,,,,,,,,,1,0.62,38
M6521,Elandsriver Bridge,Bridge,Bridge,11/16/2016,,,NK: Nkangala District Municipality,6/30/2022,11/16/2016,15380361,24979147,30702000,891700,14429939,30100,60,17,6.75,,,,,,,,,,,,,1,0.53,47
M6522,Kameelriver Bridge,Bridge,Bridge,11/16/2016,,,NK: Nkangala District Municipality,6/30/2022,11/16/2016,1648872,3519869,3905325,420950,1835502,30100,16.85,7.7,1.3,,,,,,,,,,,,,1,0.53,47
M6523,KAMEEL RIVER  D2908,Bridge,Bridge,11/7/2017,,,NK: Nkangala District Municipality,6/30/2022,11/7/2017,5572790,10535000,10535000,10760,4951450,30100,25,14,4.7,,,,,,,,,,,,,1,0.53,47
M6525,M6525,Bridge,Bridge,10/22/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,3090957,5604634,5861975,15890,2755128,30100,20.5,9.5,5,,,,,,,,,,,,,1,0.53,47
M6526,Moses River,Major Culvert,Culvert Major,11/16/2016,,,NK: Nkangala District Municipality,6/30/2022,11/16/2016,2541857,4226751,4755036,257670,1955509,24450,,,,,13.6,14.3,0,,,,,,,,,,0.589,47
M6527,D2918 THEMBISILE LOCAL MINICIPALITY,Bridge,Bridge,11/6/2017,,,NK: Nkangala District Municipality,6/30/2022,11/6/2017,3170490,5861674,6020000,20110,2829400,30100,20,10,4,,,,,,,,,,,,,1,0.53,47
M6528,Gemsbokspruit,Major Culvert,Culvert Major,11/16/2016,,,NK: Nkangala District Municipality,6/30/2022,11/16/2016,1,2140171,2684610,11656500,1104046,24450,,,,,9,12.2,0,,,,,,,,,,0.589,47
M6529,Gotwane,Major Culvert,Culvert Major,11/16/2016,,,NK: Nkangala District Municipality,6/30/2022,11/16/2016,4439973,6331338,7779012,139920,3199119,24450,,,,,16.4,19.4,0.5,,,,,,,,,,0.589,47
M6530,Unknown,Bridge,Bridge,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,5768908,9818543,10991320,56490,5165918,30100,35.8,10.2,0,,,,,,,,,,,,,1,0.53,47
M6531,D454,Bridge,Bridge - Arch,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,3509660,6534590,6622000,0,3112340,60200,20,5.5,,5.7,,,,,,,,,,,,1,0.53,47
M6533,DEVEL CEMETARY RAIL-BRIDGE,Bridge,Bridge,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,6546848,12247377,12521600,89600,5885152,30100,32,13,5.5,,,,,,,,,,,,,1,0.53,47
M6534,Unknown,Bridge,Bridge Cellular,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,1790754,2408346,3247938,121470,1335714,24450,,,,,24.6,5.4,0,,,,,,,,,,0.589,47
M6536,D703,Bridge,Bridge Cellular,8/9/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/9/2018,1530170,2586413,2750625,89260,1131195,24450,,,,,25,4.5,0,,,,,,,,,,0.589,47
M6538,VAAL RIVER BRIDGE,Bridge,Bridge Cellular,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,1715741,2975614,3423000,299550,1407709,24450,,,,,28,5,0,,,,,,,,,,0.589,47
M6539,D823,Bridge,Bridge Cellular,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,7769846,13127743,13203000,3420,5429734,24450,,,,,27,20,0.15,,,,,,,,,,0.589,47
M6540,MORGENZONE QUARY BRIDGE,Bridge,Bridge,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,1805207,3241901,3453975,25400,1623368,30100,25.5,4.5,3.5,,,,,,,,,,,,,1,0.53,47
M6541,D940 DR JS MOROKA LOCAL MUNICIPALITY,Bridge,Bridge,11/7/2017,,,NK: Nkangala District Municipality,6/30/2022,11/7/2017,4137020,7826000,7826000,10760,3678220,30100,20,13,3,,,,,,,,,,,,,1,0.53,47
M6542,D1060,Bridge,Bridge Cellular,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,1433724,2343044,2445000,5770,1005506,24450,,,,,20,5,0,,,,,,,,,,0.589,47
M6544,P256/1 DR JS MOROKA LOCAL MUNICIPALITY,Bridge,Bridge,11/7/2017,,,NK: Nkangala District Municipality,6/30/2022,11/7/2017,4025807,7385835,7795900,106020,3664073,30100,35,7.4,5,,,,,,,,,,,,,1,0.53,47
M6547,BLESBOKSPRUIT,Bridge,Bridge,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,1259800,2362248,2408000,16440,1131760,30100,8,10,3,,,,,,,,,,,,,1,0.53,47
M6548,BLESBOKSPRUIT RIVER BRIDGE,Bridge,Bridge,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,6262231,11684174,11866930,27240,5577454,30100,41.5,9.5,3,,,,,,,,,,,,,1,0.53,47
M6549,Tributary of Blesbokspruit Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/10/2019,3373998,5482149,6501600,71850,3055752,30100,24,9,0,,,,,,,,,,,,,1,0.53,47
M6551,Tributary of Vaal River Bridge,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/9/2019,2513954,4124287,4278750,5160,1759636,24450,,,,,14,12.5,0,,,,,,,,,,0.589,47
M6558,Blesbokfontein Road over Rail Bridge,Bridge,Bridge,1/18/2017,,,NK: Nkangala District Municipality,6/30/2022,1/18/2017,1225143,1884018,2123555,48990,849422,30100,8.5,8.3,4.5,,,,,,,,,,,,,1,0.6,40
M6559,P53-1,Bridge,Bridge,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,891005,1794880,2001650,169870,940775,30100,7,9.5,3.5,,,,,,,,,,,,,1,0.53,47
M6560,VOLKSRUST RAILWAY BRIDGE (P7-3),Bridge,Bridge,7/17/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/17/2018,9319679,17604600,17604600,10760,8274161,45140,30,13,8.5,,,,,,,,,,,,,1,0.53,47
M6561,Tributary of Vaal River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/18/2019,2908074,5079945,5581744,50250,2623420,30100,24.4,7.6,0,,,,,,,,,,,,,1,0.53,47
M6562,Tributary of Vaal River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/18/2019,1700424,2738474,3250800,22500,1527876,30100,10.8,10,0,,,,,,,,,,,,,1,0.53,47
M6563,P90,Bridge,Bridge,7/20/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/20/2018,2455485,4583854,4665500,17230,2192785,30100,15.5,10,5,,,,,,,,,,,,,1,0.53,47
M6564,D1412,Bridge,Bridge,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,2501033,4729309,4846100,67400,2277667,30100,23,7,3,,,,,,,,,,,,,1,0.53,47
M6565,HAARTBEESFONTEIN RIVER BRIDGE,Bridge,Bridge,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,1542890,2897946,2913680,1360,1369430,30100,8,12.1,5,,,,,,,,,,,,,1,0.53,47
M6567,R97-1,Bridge,Bridge,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,3267023,5814943,6293910,5810,3021077,30100,17,12.3,4,,,,,,,,,,,,,1,0.52,48
M6579,D1329,Bridge,Bridge,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,2185798,4087430,4138750,7740,1945212,30100,25,5.5,2.9,,,,,,,,,,,,,1,0.53,47
M6580,River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/10/2019,1843251,3282224,3521700,23250,1655199,30100,13,9,0,,,,,,,,,,,,,1,0.53,47
M6581,D1051,Major Culvert,Culvert Major,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,1449640,2490647,2606370,84860,1071870,24450,,,,,13,8.2,0.15,,,,,,,,,,0.589,47
M6584,Katbotchspruit Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/9/2019,2025866,3550452,3973200,79930,1867404,30100,22,6,0,,,,,,,,,,,,,1,0.53,47
M6585,D284,Bridge,Bridge Cellular,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,1094343,1822542,1870425,6870,769212,24450,,,,,9,8.5,0.15,,,,,,,,,,0.589,47
M6586,SANDSPRUIT RIVER BRIDGE,Bridge,Bridge,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,3364986,5541434,6381200,17050,2999164,30100,53,4,3.65,,,,,,,,,,,,,1,0.53,47
M6587,Unknown,Major Culvert,Culvert Major,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,836840,1296260,1435821,8500,590482,24450,,,,,5.78,10.16,0.3,,,,,,,,,,0.589,47
M6589,Unkown Stream,Bridge,Bridge,7/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,7/30/2018,4327297,7067904,8327918,86500,3914121,30100,17.5,15.81,0,,,,,,,,,,,,,1,0.53,47
M6590,D1051,Major Culvert,Culvert Major,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,876498,1567856,1650375,95160,678717,24450,,,,,15,4.5,0.3,,,,,,,,,,0.589,47
M6591,D1106 LEKWA LOCAL MUNICIPALITY,Major Culvert,Culvert Major,9/11/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/11/2017,507458,880200,880200,10760,361982,24450,,,,,4.8,7.5,0.5,,,,,,,,,,0.589,47
M6593,Unknown,Major Culvert,Culvert Major,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,942957,1495444,1611817,6000,662860,24450,,,,,14.3,4.61,0,,,,,,,,,,0.589,47
M6594,Large Culvert_2 on D1134,Major Culvert,Culvert Major,3/23/2016,,,NK: Nkangala District Municipality,6/30/2022,2/8/2018,1042086,1569746,1788273,10760,735427,24450,,,,,5.3,13.8,0.5,,,,,,,,,,0.589,47
M6595,(D1134-6A),Bridge,Bridge Cellular,3/19/2018,,,NK: Nkangala District Municipality,6/30/2022,2/7/2018,1175141,1686983,2024460,16760,832559,24450,,,,,6,13.8,0.1,,,,,,,,,,0.589,47
M6596,(D1134-6B),Bridge,Bridge Cellular,3/19/2018,,,NK: Nkangala District Municipality,6/30/2022,2/7/2018,1208189,1866077,2083140,18260,856691,24450,,,,,6,14.2,0,,,,,,,,,,0.589,47
M6597,(D1134-7),Bridge,Bridge Cellular,3/19/2018,,,NK: Nkangala District Municipality,6/30/2022,2/7/2018,1391996,2185298,2383875,11510,980369,24450,,,,,7.5,13,0.3,,,,,,,,,,0.589,47
M6599,(D1134-A),Bridge,Bridge Cellular,3/19/2018,,,NK: Nkangala District Municipality,6/30/2022,2/7/2018,1287929,2051181,2224950,22010,915011,24450,,,,,6.5,14,0.1,,,,,,,,,,0.589,47
M6600,Unknown,Major Culvert,Culvert Major,10/10/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,10/10/2018,400299,717056,782214.2,60230,321686,24450,,,,,6.61,4.84,0.5,,,,,,,,,,0.589,47
M6601,Unknown,Major Culvert,Culvert Major,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,500305,822689,858488.4,5130,353053,24450,,,,,4.56,7.7,0.25,,,,,,,,,,0.589,47
M6602,Blouboskraal Spruit Culvert,Major Culvert,Culvert Major,7/30/2018,,,NK: Nkangala District Municipality,6/30/2022,7/30/2018,264331,520335,574575,73950,236294,24450,,,,,5,4.7,0.5,,,,,,,,,,0.589,47
M6604,Unknown,Major Culvert,Culvert Major,10/10/2018,,,NK: Nkangala District Municipality,6/30/2022,10/10/2018,232072,863424,975951.1,129030,614849,24450,,,,,9.37,4.26,0.2,,,,,,,,,,0.37,72
M6605,D2399,Major Culvert,Culvert Major,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,1811602,3080700,3080700,2160,1266938,24450,,,,,10.5,12,0.3,,,,,,,,,,0.589,47
M6606,(D2530-3),Bridge,Bridge,10/28/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/9/2019,1434808,2617111,2889600,96680,1358112,30100,16,6,0,,,,,,,,,,,,,1,0.53,47
M6607,D2545,Major Culvert,Culvert Major,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,739079,1281527,1356975,59840,558056,24450,,,,,7.5,7.4,0.15,,,,,,,,,,0.589,47
M6608,M6608,Major Culvert,Culvert Major,10/4/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/4/2019,312376,540938,550125,11510,226239,24450,,,,,5,4.5,0,,,,,,,,,,0.589,47
M6609,Perdekop Culvert,Major Culvert,Culvert Major,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,633412,1094089,1100250,14360,452478,24450,,,,,5,9,0.15,,,,,,,,,,0.589,47
M6610,MAJUBA COLLIERY CULVERT,Major Culvert,Culvert Major,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,565038,978000,978000,10760,402202,24450,,,,,4,10,0.3,,,,,,,,,,0.589,47
M6611,D337,Bridge,Bridge,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,469418,872556,910525,13160,427947,30100,5.5,5.5,3,,,,,,,,,,,,,1,0.53,47
M6612,D741,Major Culvert,Culvert Major,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,300134,513450,513450,2160,211156,24450,,,,,3,7,0.3,,,,,,,,,,0.589,47
M6613,D498,Major Culvert,Culvert Major,7/20/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/20/2018,903727,1363852,1558688,13950,641010,24450,,,,,8.5,7.5,0.3,,,,,,,,,,0.589,47
M6614,RIET RIVER,Major Culvert,Culvert Major,7/20/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/20/2018,1064195,1794009,1907100,58610,784295,24450,,,,,15,5.2,0.3,,,,,,,,,,0.589,47
M6615,D896,Major Culvert,Culvert Major,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,617596,757313,770175,4320,148259,24450,,,,,4.5,7,0.5,,,,,,,,,,0.808,22
M6616,D619,Major Culvert,Culvert Major,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,2476905,3080700,3080700,10760,593035,24450,,,,,10.5,12,0.3,,,,,,,,,,0.808,22
M6617,Unknown,Major Culvert,Culvert Major,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,862097,1419653,1509788,26790,620900,24450,,,,,6.5,9.5,0.3,,,,,,,,,,0.589,47
M6618,Unknown,Major Culvert,Culvert Major,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,837831,1348998,1428418,3150,587437,24450,,,,,6.42,9.1,0.3,,,,,,,,,,0.589,47
M6619,Unknown,Major Culvert,Culvert Major,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,701681,1173165,1193089,750,490658,24450,,,,,5.83,8.37,0.3,,,,,,,,,,0.589,47
M6620,Unknown,Major Culvert,Culvert Major,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,580533,893311,998782.5,7500,410749,24450,,,,,4.3,9.5,0.3,,,,,,,,,,0.589,47
M6621,D741,Major Culvert,Culvert Major,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,536570,909265,916875,3240,377065,24450,,,,,5,7.5,0.3,,,,,,,,,,0.589,47
M6622,D771,Major Culvert,Culvert Major,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,499773,820065,855750,4050,351927,24450,,,,,5,7,0,,,,,,,,,,0.589,47
M6623,D788,Major Culvert,Culvert Major,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,2118431,3578434,3618600,12020,1488149,24450,,,,,18.5,8,0,,,,,,,,,,0.589,47
M6624,D2152,Major Culvert,Culvert Major,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,736277,1257287,1271400,12260,522863,24450,,,,,8,6.5,0.2,,,,,,,,,,0.589,47
M6627,D80,Major Culvert,Culvert Major,7/20/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/20/2018,351208,531509,635700,23060,261432,24450,,,,,4,6.5,0.3,,,,,,,,,,0.589,47
M6628,MARIBOU STREET D83,Major Culvert,Culvert Major,7/20/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/20/2018,766567,1320300,1320300,10760,542973,24450,,,,,4,13.5,0.15,,,,,,,,,,0.589,47
M6629,MARIBOU D83,Major Culvert,Culvert Major,7/20/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/20/2018,1241600,2127150,2127150,10760,874790,24450,,,,,6,14.5,0.15,,,,,,,,,,0.589,47
M6630,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/22/2019,502323,748781,855750,1500,351927,24450,,,,,5,7,0,,,,,,,,,,0.589,47
M6631,D985,Major Culvert,Culvert Major,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,1116325,1795916,1907100,6480,784295,24450,,,,,15,5.2,0.5,,,,,,,,,,0.589,47
M6632,Unknown,Major Culvert,Culvert Major,10/11/2018,,,NK: Nkangala District Municipality,6/30/2022,10/11/2018,499774,1272544,1409552,330100,579678,24450,,,,,6.28,9.18,0.3,,,,,,,,,,0.589,47
M6635,Unknown,Major Culvert,Culvert Major,10/11/2018,,,NK: Nkangala District Municipality,6/30/2022,10/11/2018,745254,1585887,1762097,14650,1002193,24450,,,,,5.23,13.78,0,,,,,,,,,,0.431,65
M6636,P30/3,Major Culvert,Culvert Major,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,1428734,2445000,2445000,10760,1005506,24450,,,,,8,12.5,1,,,,,,,,,,0.589,47
M6637,D1290,Major Culvert,Culvert Major,7/20/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/20/2018,1223570,1795400,2078250,0,854680,24450,,,,,5,17,0.3,,,,,,,,,,0.589,47
M6638,CATTLE CREEP P52/3,Major Culvert,Culvert Major,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,1022336,1236055,1271400,4320,244744,24450,,,,,4,13,1,,,,,,,,,,0.808,22
M6639,Klipspruit Culvert,Major Culvert,Culvert Major,11/7/2016,,,NK: Nkangala District Municipality,6/30/2022,11/7/2016,491960,753291,919320,49290,378070,24450,,,,,9.4,4,2,,,,,,,,,,0.589,47
M6640,Bridge,Bridge,Bridge,10/28/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/22/2019,2362379,3921874,4605300,78430,2164491,30100,17,9,0,,,,,,,,,,,,,1,0.53,47
